0,7
1,13
2,21
3,1
4,1
5,13
6,7
7,5
8,9
9,6
10,9
11,7
12,1
13,22
14,7
15,23
16,1
17,24
18,7
19,7
20,5
21,7
22,7
23,2
24,9
25,16
26,22
27,13
28,8
29,17
30,23
31,17
32,7
33,6
34,9
35,23
36,10
37,15
38,1
39,7
40,7
41,10
42,16
43,6
44,10
45,3
46,7
47,7
48,6
49,17
50,22
51,7
52,21
53,22
54,8
55,15
56,19
57,9
58,1
59,7
60,13
61,7
62,9
63,7
64,8
65,23
66,13
67,15
68,22
69,7
70,7
71,9
72,6
73,20
74,19
75,6
76,1
77,6
78,8
79,1
80,7
81,17
82,1
83,23
84,7
85,7
86,9
87,9
88,7
89,13
90,3
91,24
92,9
93,7
94,18
95,24
96,9
97,7
98,6
99,7
100,22
101,0
102,7
103,9
104,3
105,7
106,5
107,7
108,7
109,11
110,18
111,22
112,0
113,17
114,23
115,16
116,7
117,9
118,1
119,5
120,3
121,19
122,13
123,9
124,5
125,14
126,7
127,7
128,7
129,16
130,22
131,9
132,24
133,7
134,22
135,4
136,14
137,4
138,0
139,6
140,3
141,10
142,11
143,7
144,1
145,7
146,11
147,7
148,19
149,16
150,22
151,13
152,24
153,7
154,1
155,22
156,9
157,5
158,22
159,24
160,11
161,1
162,4
163,8
164,7
165,7
166,7
167,24
168,7
169,9
170,7
171,9
172,24
173,7
174,22
175,24
176,16
177,7
178,10
179,7
180,7
181,1
182,3
183,9
184,7
185,22
186,7
187,8
188,24
189,6
190,15
191,2
192,1
193,24
194,7
195,23
196,7
197,2
198,5
199,7
200,9
201,9
202,22
203,7
204,7
205,0
206,24
207,0
208,7
209,7
210,9
211,6
212,10
213,7
214,7
215,13
216,7
217,7
218,1
219,20
220,10
221,9
222,7
223,7
224,7
225,9
226,6
227,7
228,7
229,24
230,1
231,20
232,1
233,3
234,9
235,18
236,9
237,7
238,9
239,0
240,15
241,7
242,7
243,7
244,7
245,15
246,7
247,5
248,2
249,14
250,2
251,12
252,22
253,24
254,1
255,7
256,13
257,2
258,3
259,14
260,21
261,7
262,2
263,5
264,15
265,2
266,0
267,7
268,1
269,14
270,7
271,21
272,4
273,7
274,4
275,7
276,7
277,7
278,13
279,9
280,24
281,14
282,14
283,3
284,24
285,7
286,14
287,8
288,24
289,7
290,7
291,10
292,18
293,9
294,19
295,7
296,1
297,0
298,7
299,3
300,18
301,24
302,24
303,10
304,24
305,2
306,2
307,12
308,9
309,7
310,5
311,7
312,2
313,7
314,2
315,8
316,23
317,22
318,7
319,7
320,23
321,1
322,1
323,7
324,5
325,17
326,22
327,22
328,7
329,7
330,3
331,3
332,3
333,15
334,17
335,7
336,6
337,7
338,13
339,7
340,0
341,7
342,1
343,1
344,3
345,9
346,7
347,7
348,3
349,0
350,2
351,2
352,2
353,2
354,2
355,7
356,23
357,7
358,7
359,15
360,24
361,20
362,7
363,19
364,7
365,7
366,3
367,3
368,12
369,16
370,15
371,18
372,9
373,8
374,7
375,7
376,10
377,7
378,18
379,1
380,23
381,2
382,2
383,2
384,2
385,2
386,2
387,10
388,7
389,24
390,7
391,5
392,5
393,7
394,2
395,7
396,22
397,7
398,7
399,8
400,4
401,18
402,21
403,9
404,7
405,24
406,12
407,10
408,7
409,15
410,8
411,7
412,12
413,7
414,1
415,16
416,0
417,1
418,7
419,6
420,22
421,10
422,7
423,8
424,16
425,1
426,10
427,19
428,22
429,7
430,9
431,9
432,7
433,16
434,7
435,5
436,7
437,23
438,9
439,1
440,7
441,7
442,23
443,24
444,7
445,14
446,1
447,1
448,7
449,7
450,7
451,7
452,17
453,19
454,7
455,10
456,13
457,5
458,7
459,7
460,21
461,13
462,0
463,22
464,10
465,24
466,24
467,9
468,7
469,3
470,7
471,17
472,1
473,20
474,4
475,7
476,7
477,7
478,16
479,0
480,7
481,3
482,20
483,16
484,9
485,3
486,7
487,7
488,21
489,19
490,24
491,19
492,7
493,17
494,24
495,7
496,7
497,11
498,0
499,8
500,1
501,1
502,3
503,24
504,12
505,0
506,24
507,18
508,13
509,11
510,3
511,10
512,23
513,7
514,16
515,23
516,21
517,10
518,22
519,7
520,24
521,13
522,23
523,5
524,8
525,7
526,1
527,7
528,9
529,3
530,3
531,16
532,7
533,22
534,7
535,0
536,23
537,1
538,24
539,7
540,7
541,0
542,7
543,0
544,7
545,19
546,24
547,16
548,7
549,8
550,16
551,3
552,5
553,7
554,1
555,0
556,22
557,7
558,7
559,7
560,5
561,7
562,23
563,23
564,5
565,10
566,7
567,15
568,22
569,9
570,8
571,0
572,9
573,3
574,16
575,17
576,7
577,7
578,7
579,8
580,0
581,7
582,9
583,7
584,18
585,7
586,9
587,7
588,7
589,18
590,18
591,1
592,8
593,3
594,7
595,7
596,7
597,7
598,20
599,7
600,4
601,10
602,12
603,8
604,1
605,20
606,7
607,7
608,3
609,7
610,1
611,6
612,0
613,7
614,7
615,12
616,11
617,19
618,7
619,10
620,22
621,7
622,10
623,7
624,7
625,4
626,12
627,7
628,7
629,9
630,7
631,7
632,5
633,20
634,1
635,7
636,7
637,7
638,7
639,13
640,21
641,13
642,8
643,19
644,23
645,6
646,9
647,7
648,21
649,7
650,7
651,8
652,23
653,16
654,15
655,5
656,7
657,7
658,10
659,24
660,8
661,3
662,15
663,16
664,7
665,7
666,7
667,7
668,7
669,7
670,18
671,3
672,0
673,15
674,7
675,16
676,3
677,7
678,7
679,7
680,9
681,7
682,3
683,22
684,24
685,12
686,5
687,8
688,21
689,10
690,7
691,5
692,17
693,19
694,7
695,9
696,8
697,9
698,7
699,7
700,7
701,7
702,24
703,19
704,7
705,1
706,7
707,5
708,3
709,7
710,7
711,9
712,7
713,7
714,22
715,12
716,7
717,13
718,24
719,19
720,19
721,16
722,1
723,23
724,23
725,3
726,15
727,8
728,19
729,9
730,21
731,13
732,9
733,5
734,3
735,7
736,7
737,3
738,4
739,9
740,16
741,7
742,20
743,6
744,9
745,23
746,10
747,3
748,22
749,22
750,3
751,23
752,15
753,7
754,7
755,8
756,7
757,1
758,7
759,8
760,7
761,15
762,11
763,7
764,17
765,7
766,9
767,23
768,7
769,0
770,7
771,9
772,4
773,8
774,10
775,13
776,1
777,15
778,7
779,24
780,9
781,24
782,23
783,24
784,24
785,3
786,6
787,7
788,18
789,7
790,7
791,10
792,7
793,24
794,7
795,7
796,7
797,23
798,7
799,24
800,19
801,7
802,18
803,8
804,20
805,1
806,9
807,22
808,24
809,7
810,7
811,7
812,17
813,7
814,21
815,8
816,7
817,7
818,9
819,5
820,16
821,7
822,6
823,7
824,23
825,24
826,7
827,7
828,7
829,3
830,9
831,24
832,11
833,19
834,23
835,7
836,3
837,7
838,11
839,17
840,15
841,7
842,17
843,12
844,19
845,0
846,23
847,7
848,7
849,8
850,7
851,1
852,7
853,2
854,2
855,7
856,23
857,3
858,7
859,19
860,17
861,1
862,7
863,7
864,15
865,7
866,7
867,7
868,14
869,16
870,7
871,3
872,3
873,7
874,24
875,9
876,8
877,11
878,7
879,9
880,7
881,19
882,7
883,7
884,7
885,4
886,16
887,24
888,10
889,15
890,7
891,7
892,1
893,8
894,3
895,7
896,3
897,5
898,4
