0,2
1,9
2,8
3,2
4,2
5,9
6,2
7,7
8,8
9,2
10,8
11,2
12,2
13,2
14,2
15,8
16,2
17,8
18,6
19,2
20,7
21,8
22,2
23,2
24,8
25,9
26,2
27,9
28,5
29,9
30,2
31,9
32,2
33,2
34,8
35,2
36,8
37,2
38,2
39,2
40,8
41,8
42,0
43,6
44,7
45,9
46,2
47,2
48,8
49,9
50,2
51,2
52,8
53,2
54,5
55,2
56,2
57,8
58,2
59,2
60,9
61,2
62,8
63,2
64,5
65,2
66,9
67,9
68,5
69,2
70,2
71,8
72,8
73,8
74,2
75,6
76,2
77,0
78,5
79,8
80,2
81,9
82,2
83,6
84,2
85,2
86,6
87,0
88,2
89,9
90,0
91,9
92,6
93,2
94,2
95,2
96,8
97,2
98,2
99,2
100,2
101,4
102,2
103,8
104,2
105,2
106,7
107,2
108,2
109,2
110,2
111,2
112,4
113,9
114,2
115,6
116,2
117,8
118,2
119,7
120,6
121,2
122,6
123,8
124,7
125,3
126,2
127,2
128,2
129,6
130,2
131,6
132,2
133,2
134,2
135,2
136,3
137,2
138,4
139,7
140,6
141,6
142,5
143,2
144,2
145,2
146,2
147,2
148,2
149,9
150,6
151,2
152,9
153,6
154,2
155,2
156,2
157,7
158,2
159,0
160,2
161,0
162,2
163,5
164,6
165,8
166,2
167,2
168,2
169,2
170,2
171,6
172,8
173,2
174,2
175,9
176,9
177,5
178,7
179,2
180,2
181,2
182,2
183,8
184,2
185,2
186,2
187,5
188,2
189,8
190,2
191,2
192,2
193,2
194,2
195,2
196,9
197,1
198,7
199,2
200,8
201,8
202,2
203,6
204,2
205,4
206,8
207,4
208,2
209,2
210,6
211,8
212,8
213,2
214,2
215,9
216,2
217,8
218,2
219,8
220,8
221,8
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,8
232,2
233,2
234,8
235,2
236,6
237,6
238,6
239,4
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,7
248,9
249,3
250,2
251,8
252,8
253,0
254,2
255,8
256,9
257,8
258,2
259,3
260,2
261,2
262,1
263,7
264,2
265,2
266,4
267,2
268,2
269,3
270,2
271,0
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,8
280,0
281,3
282,3
283,0
284,2
285,6
286,3
287,5
288,8
289,2
290,2
291,8
292,8
293,2
294,9
295,8
296,2
297,4
298,2
299,2
300,2
301,9
302,8
303,8
304,8
305,1
306,2
307,8
308,2
309,8
310,7
311,2
312,2
313,2
314,2
315,5
316,8
317,0
318,2
319,2
320,2
321,2
322,2
323,2
324,7
325,9
326,2
327,2
328,2
329,2
330,0
331,2
332,2
333,2
334,9
335,2
336,6
337,2
338,9
339,2
340,4
341,2
342,2
343,2
344,2
345,6
346,2
347,2
348,2
349,4
350,1
351,1
352,1
353,1
354,1
355,6
356,2
357,2
358,2
359,2
360,2
361,0
362,6
363,4
364,2
365,2
366,2
367,2
368,8
369,9
370,2
371,2
372,6
373,5
374,2
375,2
376,0
377,8
378,2
379,7
380,2
381,1
382,1
383,1
384,1
385,1
386,1
387,2
388,2
389,8
390,2
391,7
392,7
393,2
394,2
395,2
396,2
397,2
398,2
399,5
400,2
401,2
402,2
403,6
404,0
405,2
406,8
407,7
408,2
409,2
410,5
411,2
412,8
413,2
414,2
415,9
416,4
417,2
418,9
419,8
420,0
421,8
422,2
423,5
424,9
425,8
426,8
427,2
428,2
429,4
430,2
431,6
432,2
433,9
434,2
435,7
436,2
437,2
438,6
439,2
440,2
441,2
442,2
443,8
444,2
445,3
446,2
447,2
448,8
449,2
450,2
451,2
452,5
453,2
454,8
455,0
456,5
457,7
458,6
459,2
460,8
461,2
462,4
463,6
464,8
465,8
466,9
467,2
468,2
469,2
470,2
471,9
472,8
473,8
474,2
475,2
476,0
477,8
478,9
479,4
480,2
481,2
482,8
483,9
484,6
485,2
486,2
487,8
488,8
489,4
490,2
491,2
492,6
493,9
494,8
495,2
496,6
497,2
498,4
499,5
500,2
501,2
502,2
503,2
504,2
505,4
506,8
507,2
508,9
509,0
510,2
511,8
512,2
513,2
514,2
515,8
516,8
517,8
518,2
519,2
520,0
521,2
522,2
523,7
524,5
525,2
526,2
527,6
528,6
529,2
530,2
531,9
532,2
533,0
534,8
535,4
536,2
537,9
538,2
539,2
540,2
541,4
542,8
543,4
544,2
545,2
546,8
547,9
548,2
549,5
550,9
551,2
552,7
553,2
554,2
555,4
556,0
557,2
558,2
559,2
560,7
561,2
562,2
563,8
564,7
565,8
566,2
567,2
568,0
569,6
570,5
571,4
572,6
573,8
574,9
575,5
576,2
577,2
578,2
579,5
580,4
581,2
582,6
583,0
584,0
585,2
586,8
587,2
588,6
589,2
590,6
591,2
592,5
593,2
594,2
595,8
596,2
597,2
598,8
599,2
600,2
601,8
602,8
603,5
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,8
612,4
613,2
614,2
615,8
616,2
617,4
618,9
619,8
620,0
621,2
622,0
623,2
624,2
625,2
626,8
627,2
628,2
629,8
630,2
631,2
632,7
633,8
634,2
635,2
636,2
637,2
638,2
639,2
640,8
641,2
642,5
643,2
644,2
645,8
646,8
647,2
648,0
649,6
650,2
651,5
652,2
653,5
654,2
655,7
656,2
657,2
658,8
659,2
660,5
661,8
662,2
663,9
664,2
665,2
666,6
667,2
668,2
669,2
670,2
671,2
672,4
673,2
674,2
675,9
676,6
677,2
678,2
679,2
680,6
681,2
682,2
683,2
684,2
685,0
686,7
687,5
688,8
689,8
690,2
691,7
692,9
693,2
694,6
695,6
696,5
697,8
698,2
699,2
700,2
701,2
702,9
703,2
704,2
705,2
706,2
707,7
708,2
709,2
710,2
711,8
712,2
713,2
714,2
715,8
716,9
717,5
718,6
719,2
720,2
721,9
722,2
723,8
724,8
725,2
726,2
727,5
728,2
729,6
730,8
731,9
732,8
733,7
734,2
735,2
736,2
737,2
738,2
739,6
740,9
741,2
742,0
743,2
744,6
745,2
746,8
747,2
748,2
749,2
750,2
751,9
752,8
753,5
754,2
755,5
756,2
757,2
758,9
759,5
760,2
761,2
762,2
763,2
764,9
765,2
766,6
767,2
768,2
769,4
770,2
771,6
772,2
773,5
774,8
775,4
776,2
777,2
778,0
779,2
780,0
781,8
782,2
783,8
784,8
785,2
786,8
787,2
788,2
789,2
790,2
791,8
792,8
793,2
794,2
795,2
796,2
797,2
798,0
799,2
800,2
801,2
802,2
803,5
804,8
805,2
806,8
807,2
808,8
809,6
810,8
811,2
812,9
813,2
814,8
815,5
816,2
817,6
818,6
819,7
820,9
821,2
822,8
823,2
824,2
825,2
826,2
827,6
828,6
829,5
830,6
831,8
832,2
833,2
834,6
835,2
836,2
837,8
838,2
839,9
840,2
841,0
842,9
843,8
844,4
845,4
846,2
847,2
848,2
849,5
850,2
851,2
852,2
853,1
854,1
855,6
856,2
857,2
858,2
859,2
860,9
861,2
862,2
863,2
864,0
865,2
866,2
867,2
868,3
869,9
870,2
871,2
872,2
873,2
874,8
875,8
876,5
877,2
878,2
879,2
880,2
881,0
882,2
883,2
884,2
885,2
886,9
887,8
888,8
889,0
890,6
891,8
892,2
893,5
894,6
895,2
896,2
897,7
898,2
